,company_name,job_title,experience,salary,location,desc,skills
1663,Samagra Utilities,Data Analyst,2-5 Yrs,Not disclosed,Pune, Data Analyst Samagra is looking for a passionate and dynamic Data Analyst who wants to ...,"Service delivery ,Data analysis ,Statistical modeling ,Financial inclusion ,Data collection ,Data Analyst ,Software solutions ,Monitoring ,"
1664,Angel Broking Limited,Data analyst - SQL,1-5 Yrs,Not disclosed,Mumbai," Proficient Data Analysis, Reporting, Dashboard Hands-on experience with SQL, Microsoft ...","Data analysis ,Automation ,tableau ,Business analytics ,SSRS ,Strategic planning ,Data Analyst ,microsoft ,"
1665,Cognizant Technology Solutions India Ltd,Trainee - Junior Data Analyst,1-2 Yrs,Not disclosed,"Mumbai, Hyderabad", Employee Status : Full Time EmployeeShift : Day JobPerform Dictionary upversioning acti...,"Query Management ,Data Analysis ,CDM ,Junior Data Analyst ,"
1666,Wrackle Technologies Pvt Ltd,Data Analyst - Warehousing & Modeling,2-5 Yrs,Not disclosed,Bengaluru," Basic Requirements : - Bachelors degree in Computer Science, Engineering, Mathematics o...","data modeling ,Analysis ,MySQL ,Data Warehousing ,Data Modeling ,SQL ,"
1667,APURVA NATVAR PARIKH  CO. PRIVATE LIMITED,Data Analyst,3-8 Yrs,Not disclosed,"Mumbai Suburbs, Navi Mumbai, Mumbai", Bachelors degree from an accredited university or college in computer scienceTo do well...,"Data Integrity ,Data Analysis ,Tools ,Relational Databases ,Metadata ,Data Cleansing ,Data Mining ,Production Systems ,"
1668,Meredith Corporation,Data Analyst - eCommerce,1-3 Yrs,Not disclosed,Bengaluru, Job Description Summary The Coordinator of Commerce Strategy will ensure that content p...,"Direct marketing ,Online marketing ,Social media ,E-commerce ,Commerce ,HTML ,HTTP ,Data Analyst ,"
1669,Time Analytic & Shared Services Private Limited,Data Analyst - eCommerce,2-5 Yrs,Not disclosed,Bengaluru, The Coordinator of Commerce Strategy will ensure that content published by our commerce...,"Direct marketing ,Online marketing ,Social media ,E-commerce ,Commerce ,HTML ,HTTP ,Data Analyst ,"
1670,APURVA NATVAR PARIKH  CO. PRIVATE LIMITED,Data Analyst,3-8 Yrs,Not disclosed,"Mumbai Suburbs, Navi Mumbai, Mumbai", Bachelors degree from an accredited university or college in computer scienceTo do well...,"Data Integrity ,Data Analysis ,Tools ,Relational Databases ,Metadata ,Data Cleansing ,Data Mining ,Production Systems ,"
1671,ExecBoardinAsia,Lead-Data Analyst,5-10 Yrs,Not disclosed,India, Optimize code for maximum efficiency and review the team code to identify bugs and logi...,"Translation ,Research ,Analytics ,lead data analyst ,"
1672,Metric Tree Labs ,Senior Healthcare Data Analyst,2-5 Yrs,"5,50,000 - 7,00,000 PA.",Kochi," To succeed in this role, you should be analytical and resourceful","Neurology ,Diagnostics ,Data Analysis ,Healthcare ,Pharmacovigilance ,"
1673,FamPay,Data Analyst,2-7 Yrs,Not disclosed,Bengaluru, Bachelors in Computer Science (or equivalent work experience)Apply only if you have Kno...,"Computer science ,Business objects ,SAS ,Database design ,XML ,Javascript ,Manager Quality Control ,SPSS ,"
1674,Profiworx Technologies India,Data Analyst Power BI,2-7 Yrs,Not disclosed,"Chennai, Kochi, Kakinada"," Qualification : Graduate in ITCS or any Data Sciences Experience : 2+ years, at least o...","IT Skills ,MS SQL ,Tableau ,Power BI ,MS SQL ,tableau ,power bi ,Data Analyst ,"
1675,Hexanika,Data Analyst,2-5 Yrs,Not disclosed,Pune, We are looking to hire a Data Analyst to join our data team. Your responsibility would ...,"IT Skills ,Testing ,Computer science ,SQL queries ,Data analysis ,Data modeling ,Bfsi ,Relationship ,"
1676,I SQUARE SOFT,"Data Analyst ( BI/DW ,Looker ,BI ,Dashboards/Reports) For Product comp",3-8 Yrs,Not disclosed,Bengaluru," HI we have positions for Data Analyst ( BI/DW , Looker , BI , Dashboards/Reports) for P...","IT Skills ,HTML ,CSS ,Javascript ,DW ,Data Analysis ,Dashboards ,Looker ,"
1677,I SQUARE SOFT,"Data Analyst ( BI/DW ,Looker ,BI ,Dashboards/Reports) For Product comp",3-8 Yrs,Not disclosed,Bengaluru," HI we have positions for Data Analyst ( BI/DW , Looker , BI , Dashboards/Reports) for P...","IT Skills ,HTML ,CSS ,Javascript ,DW ,Data Analysis ,Dashboards ,Looker ,"
1678,ITC Infotech India Ltd.,Data Analyst,2-5 Yrs,Not disclosed,Gurgaon," Competencies/Skills: Individual Contributor Competencies Strong analytical skills, high...","IT Skills ,Testing ,Analytical skills ,Excel ,MS Access ,Reverse engineering ,Process improvement ,Debugging ,"
1679,ITC Infotech India Ltd.,Data Analyst,2-5 Yrs,Not disclosed,Gurgaon," An eye for details, inclination to deep dive into issues and appetite for problem solvi...","IT Skills ,Tableau ,Power BI ,Interpersonal skills ,Time management ,Analytical ,System design ,power bi ,"
1680,Lumina Datamatics,Data Analyst,0-3 Yrs,Not disclosed,Mumbai, Able to work in different shifts (GMT (UK Time)and Night Shift - EST / PST) Must have a...,"Data validation ,Data processing ,Data Analyst ,SPSS ,"
1681,Furion Analytics Research   Consulting LLP,Associate Data Analyst / Data Analyst,1-3 Yrs,"2,00,000 - 3,00,000 PA.",Hyderabad, Must have good communication skills and written skillsCandidates proficient in Microsof...,"Project ,Secondary Research ,Segmentation ,Market Trends ,Market Sizing ,Database Management ,Data Analysis ,Primary Research ,"
1682,Flipkart Internet Private Limited,Hiring Data Analyst @ Flipkart on Contract,2-5 Yrs,"3,00,000 - 8,00,000 PA.",Bengaluru, Roles and Responsibilities Primary responsibility of the Data Analyst will be to build ...,"Advanced Excel ,Database Development ,SQL ,dimensional modelling ,Schema ,Data Analysis ,"
1683,Flipkart Internet Private Limited,Hiring Consultant- Data Analyst on Contract Third Party Payroll,1-5 Yrs,"4,00,000 - 6,00,000 PA.",Bengaluru, Should have hands-on experience in processing huge datasetsMust have excellent understa...,"R  programming ,Automation ,Power Bi ,waterfall reporting ,Advanced Excel ,Tableau ,SQL ,Stock Analysis ,"
1684,Jumbotail Technologies,Data Analyst - Last Mile,1-5 Yrs,Not disclosed,Bengaluru(Koramangala)," A bachelors degree in Statistics or other quantitative disciplines such as Engineering,...","Business Generation ,Network Design ,Data Analysis ,last mile ,Supply Chain Management ,SCM ,Operations ,Analytics ,"
1685,Vichara Technology  Private Limited,Junior Data Analyst / Compliance Analyst,2-5 Yrs,"2,00,000 - 5,00,000 PA.","Pune, Delhi NCR, Bengaluru"," Gathering of Anti Money Laundering (AML) documents from new investors. Checking them, s...","Compliance ,AML ,Investment Banking ,analytical ,Anti Money Laundering ,finance ,document processig ,"
1686,Diya Systems  Pvt. Ltd.,Data Analyst,4-9 Yrs,Not disclosed,Mangalore, You will be working directly on organization-wide core initiatives to help improve the ...,"ISMS ,Business Analyst ,Web development ,Manager Technology ,Application development ,Data Analyst ,ITES ,Technical support ,"
1687,Emerson Electric Co.,"Executive, Data Analyst (On contract For 6 months only)",2-4 Yrs,Not disclosed,Pune, Good verbal and written communication,"Excel ,MIS ,Data Analysis ,Management Information System ,"
1688,TATA Business Support Services  Ltd.,"Opening For Data Analyst, Ahmedabad",1-4 Yrs,Not disclosed,Ahmedabad(Prahlad Nagar +1)," Shift Timings: 11:30 AM to 8:30 PMGood Excel (basic to advanced), Vlookup, hlookup, piv...","Pivot Table ,Excel ,VLOOKUP ,Data Analysis ,Advanced Excel ,HLOOKUP ,MIS Reporting ,"
1689,Cotiviti India Private Limited,Data Analyst,2-7 Yrs,Not disclosed,Hyderabad," Bachelor s degree in engineering, Computer application or Bachelor s degree in Mathemat...","IT Skills ,Tableau ,VBA ,Data Analysis ,Advanced Excel ,Tableau ,Business Objects ,Reporting ,"
1690,Moglix,Data Analyst,0-2 Yrs,Not disclosed,Noida, Graduation from a Tier1 / 2 college Qualification & Experience Work Experience,"Google Analytics ,Excel ,adobe analytics ,Sales ,web sales ,MySQL ,Sales analytics ,Data Analyst ,"
1691,Vedantu Innovations Private Limited ,Data Analyst,2-4 Yrs,Not disclosed,Bengaluru," worked in trading companies in data anlyst roles, or analyst based companies Responsibi...","Google Analytics ,Data Analysis ,SQL ,Data Validation ,Decision Support ,Web Technologies ,Data Collection ,Web Analytics ,"
1692,AgPulse Analytica,Data Analyst,0-2 Yrs,Not disclosed,"Ghaziabad, Delhi NCR"," Data recording, mining, cleaning and analysing Compile and analyze data related to busi...","Excel ,Data Analysis ,MS Office ,"
1693,Vertafore,Reference Data Analyst II,1-4 Yrs,Not disclosed,Hyderabad, JOB DESCRIPTION In this role you will work with data from clients to create data mappin...,"QA ,Product innovation ,Manager Technology ,Data quality ,Data Analyst ,Analyst II ,Research ,Management ,"
1694,WSP CONSULTANTS INDIA PRIVATE LIMITED,"Principal Data Analyst- WSP, Noida ( Immediate Joiners Preferred)",10-17 Yrs,Not disclosed,"Bengaluru, Noida", Principal Data AnalystWe are looking for an experienced Principal Data Analyst to lead ...,"Query Optimization ,Esri Arc GIS ,Azure ,MS SQL Server 2016 ,Power BI ,Source Control ,SSRS ,SSIS ,"
1695,Syngenta Global,CP Master Data Analyst,3-8 Yrs,Not disclosed,India, Role purpose Overall purpose of the job. This is a summary list of six to eight stateme...,"Supply chain ,Data analysis ,Supply chain management ,Analytical ,Data structures ,Project planning ,Data quality ,Data Analyst ,"
1696,Prumatech InfoSystems Pvt Ltd,Data Analyst,6-10 Yrs,Not disclosed,rajasthan, BEMBA with Minimum 6 years Experience or Diploma with minimum 8 year experience Experie...,"Report generation ,Automation ,Inventory analysis ,Analytical ,Advanced Excel ,Data Analyst ,Refinery ,Macros ,"
1697,William J. Clinton Foundation,Data Analyst,1-3 Yrs,"3,00,000 - 4,00,000 PA.",haryana," Major responsibilities : Identify, analyze, and interpret trends or patterns from the n...","operations management ,data analysis ,mis ,review analysis ,report ,Advanced Excel ,Review data ,dashboards ,"
1698,edatayou,Data Analyst,2-5 Yrs,Not disclosed,Delhi, Qualification: Graduate or equivalent Skills: Ms- Office and MIS reports Responsibiliti...,"MIS reporting ,Training ,Algorithms ,Process improvement ,Tools ,Data Analyst ,Management ,MS Office ,"
1699,ExecBoardinAsia,Lead-Data Analyst,5-10 Yrs,Not disclosed,Noida, Your Role They are looking for a Lead-Data Analyst to help their customers explore thei...,"Analytical ,Healthcare ,Mentor ,US healthcare ,Data warehousing ,Cost ,Monitoring ,lead data analyst ,"
1700,Lumina Datamatics,Data Analyst,0-3 Yrs,Not disclosed,Mumbai, Able to work in different shifts (GMT (UK Time)and Night Shift - EST / PST) Must have a...,"Data validation ,Data processing ,Data Analyst ,SPSS ,"
1701,Seven Consultancy,Sr. Business Analyst,3-6 Yrs,Not disclosed,Bengaluru, Knowledge of statistical modeling and experience using R and / or Python for descriptiv...,"Customer acquisition ,Statistical modeling ,Google Analytics ,Data management ,Business Analyst ,Business analysis ,Analytical ,Data Analyst ,"
1702,Xplore-tech Services Pvt Ltd,Business Analyst- AM/ MIS Business Analytics- Assistant Manager,,"2,50,000 - 5,50,000 PA.",Kolkata," Candidates should be Flexible for shifts Sound Knowledge in MS Office products, MY SQL,...","Business Analytics ,Data Management ,Data Analysis ,Data Analytics ,MIS Reporting ,Business Analysis ,"
1703,Write Academy,Big Data Analyst - Part time,1-6 Yrs,Not disclosed,Chennai, - 1+ years of experience in building SaaS products;- 1+ years of experience in building...,"NoSQL ,cassandra ,spark ,MySQL ,big data analyst ,MongoDB ,Oracle ,SQL ,"
1704,Teplar Solutions,Data Analyst,0-4 Yrs,Not disclosed,Coimbatore, Educational Qualifications B.E/B.Tech/B.Sc Experience 0 to 4 years Job Description Resp...,"Analytical ,Litigation ,Workflow ,Customer support ,Business Development Executive ,Client interaction ,Data Analyst ,MS Office ,"
1705,Technosoft Global Services Pvt Ltd,ETL Data Analyst,3-5 Yrs,Not disclosed,Bengaluru, Job description Roles and Responsibility Must have skillset 3-5 years of proven working...,"IT services ,System architecture ,Data analysis ,System programming ,Healthcare ,HTTP ,data mapping ,SDLC ,"
1706,PayTM,Data Analyst,1-3 Yrs,Not disclosed,Noida, Familiarity with basic statistical techniques for prediction and optimization Desired e...,"hive ,Basic ,customer analytics ,E-commerce ,Data Analyst ,Analyst 1 ,big data ,Analytics ,"
1707,Resilinc,Data Operations Analyst,3-5 Yrs,Not disclosed,Pune," Self-motivated, sets high performance standards for oneself and good team player Good s...","BPO ,data entry ,troubleshooting ,Supply chain ,Operations research ,Risk analytics ,Analytical ,Data quality ,"
1708,DecisionTree Analytics and Services Private Limited,Data Analyst,1-3 Yrs,Not disclosed,Gurgaon, Job Responsibilities: Work as a member of the project team on analytics projects. Well-...,"MS SQL ,Postgresql ,MySQL ,Senior Data Analyst ,PHP ,Informatica ,SSIS ,Data warehousing ,"
1709,Hitwicket,Data Analyst,1-2 Yrs,Not disclosed,Hyderabad," Preference for working without a handbook, with a love for doing what s never been done...","Analytical skills ,Data analysis ,Database design ,Design development ,Performance analysis ,Data mining ,Gaming ,Monitoring ,"
1710,Legalwiz,Data Analyst,1-3 Yrs,Not disclosed,Ahmedabad, A drive to learn and master new technologies and techniquesBachelor s / Masters degree ...,"Computer science ,Analytical skills ,Computer languages ,Excel ,Coding ,data visualization ,Data mining ,Business intelligence ,"
1711,TTEC,"Analyst, Data Informatics",3-7 Yrs,Not disclosed,"Hyderabad, telangana"," Bachelors Degree in Computer Science, Information Systems or related with 2-3 years of ...","IT Skills ,Testing ,Big Data ,Computer science ,French ,Linux ,SMS ,Workflow ,"
1712,Logistics Now,Passionate Data Analyst,1-3 Yrs,Not disclosed,Mumbai, Solve the data problem at scale. Build models that will power the future of logistics a...,"Supply chain ,tableau ,Excel ,Statistical analysis ,Web development ,Troubleshooting ,SQL ,Logistics ,"
1713,UnitedLex,"Analyst - Data (Contractual) - UnitedLex Private Limited, Bangalore",1-6 Yrs,Not disclosed,"Bengaluru, Gurgaon", Any graduate / Postgraduate with 1+yrs of experience in backend operations with LPO/ BP...,"BPO ,Communication Skills ,Excel ,Typing Speed ,Legal Services ,Backend Operations ,LPO ,KPO ,"
1714,UnitedLex Private Limited,"Job | Analyst - Data (Contractual) - UnitedLex Private Limited,Gurgaon",1-4 Yrs,Not disclosed,Gurgaon, Any graduate / Postgraduate with 1+yrs of experience in backend operations with LPO/ BP...,"BPO ,Communication Skills ,Excel ,Typing Speed ,Backend Operations ,LPO ,KPO ,ITES ,"
1715,Ressex,DATA ANALYST,0-5 Yrs,Not disclosed,Mumbai, Experience Required : 0 to 5 yearsSkill Sets Required : Analytical Skills with knowledg...,"Strong analytical skills ,Process improvement ,Report writing ,Data collection ,Data Analyst ,data visualization ,MSC ,Statistics ,"
1716,Decision Point Analytics,Data Analyst,0-2 Yrs,Not disclosed,Gurgaon, Roles and Responsibilities: The Person will work as an Analyst in data services team of...,"Analytical skills ,Analyst ,MS SQL ,data services ,Excel ,MySQL ,Database administration ,Data Analyst ,"
1717,Near Pte. Ltd.,"Lead, Data Analyst",6-11 Yrs,Not disclosed,Bengaluru, Near is looking for a Lead - Data Analyst to join our team as we scale globally. You wi...,"Data analysis ,query optimization ,Analytical ,data visualization ,big data ,Analytics ,SQL ,Python ,"
1718,ANR Software Pvt. Ltd.,Data Analyst,2-5 Yrs,Not disclosed,Noida," Job Description:Interpret data , analyse results using statistical techniques and provi...","Computer science ,SAS ,Process improvement ,Report writing ,Data collection ,SPSS ,Information management ,Manager Quality Control ,"
1719,Feathersoft Info Solutions Private Limited,Data Analyst,1-4 Yrs,Not disclosed,Kochi, Hands on experience in TableauExperience : 1 - 4 Yrs,"IT Skills ,Python ,Tableau ,tableau ,Programming ,Data Analyst ,SQL ,Python ,"
1720,Lumina Datamatics,Data Analyst,0-3 Yrs,Not disclosed,Mumbai, Able to work in different shifts (GMT (UK Time)and Night Shift - EST / PST) Must have a...,"Data validation ,Data processing ,Data Analyst ,SPSS ,"
1721,Seven Consultancy,Sr. Business Analyst,3-6 Yrs,Not disclosed,Bengaluru, Knowledge of statistical modeling and experience using R and / or Python for descriptiv...,"Customer acquisition ,Statistical modeling ,Google Analytics ,Data management ,Business Analyst ,Business analysis ,Analytical ,Data Analyst ,"
1722,Xplore-tech Services Pvt Ltd,Business Analyst- AM/ MIS Business Analytics- Assistant Manager,,"2,50,000 - 5,50,000 PA.",Kolkata," Candidates should be Flexible for shifts Sound Knowledge in MS Office products, MY SQL,...","Business Analytics ,Data Management ,Data Analysis ,Data Analytics ,MIS Reporting ,Business Analysis ,"
1723,Write Academy,Big Data Analyst - Part time,1-6 Yrs,Not disclosed,Chennai, - 1+ years of experience in building SaaS products;- 1+ years of experience in building...,"NoSQL ,cassandra ,spark ,MySQL ,big data analyst ,MongoDB ,Oracle ,SQL ,"
1724,Teplar Solutions,Data Analyst,0-4 Yrs,Not disclosed,Coimbatore, Educational Qualifications B.E/B.Tech/B.Sc Experience 0 to 4 years Job Description Resp...,"Analytical ,Litigation ,Workflow ,Customer support ,Business Development Executive ,Client interaction ,Data Analyst ,MS Office ,"
1725,Technosoft Global Services Pvt Ltd,ETL Data Analyst,3-5 Yrs,Not disclosed,Bengaluru, Job description Roles and Responsibility Must have skillset 3-5 years of proven working...,"IT services ,System architecture ,Data analysis ,System programming ,Healthcare ,HTTP ,data mapping ,SDLC ,"
1726,PayTM,Data Analyst,1-3 Yrs,Not disclosed,Noida, Familiarity with basic statistical techniques for prediction and optimization Desired e...,"hive ,Basic ,customer analytics ,E-commerce ,Data Analyst ,Analyst 1 ,big data ,Analytics ,"
1727,Resilinc,Data Operations Analyst,3-5 Yrs,Not disclosed,Pune," Self-motivated, sets high performance standards for oneself and good team player Good s...","BPO ,data entry ,troubleshooting ,Supply chain ,Operations research ,Risk analytics ,Analytical ,Data quality ,"
1728,DecisionTree Analytics and Services Private Limited,Data Analyst,1-3 Yrs,Not disclosed,Gurgaon, Job Responsibilities: Work as a member of the project team on analytics projects. Well-...,"MS SQL ,Postgresql ,MySQL ,Senior Data Analyst ,PHP ,Informatica ,SSIS ,Data warehousing ,"
1729,Hitwicket,Data Analyst,1-2 Yrs,Not disclosed,Hyderabad," Preference for working without a handbook, with a love for doing what s never been done...","Analytical skills ,Data analysis ,Database design ,Design development ,Performance analysis ,Data mining ,Gaming ,Monitoring ,"
1730,Legalwiz,Data Analyst,1-3 Yrs,Not disclosed,Ahmedabad, A drive to learn and master new technologies and techniquesBachelor s / Masters degree ...,"Computer science ,Analytical skills ,Computer languages ,Excel ,Coding ,data visualization ,Data mining ,Business intelligence ,"
1731,TTEC,"Analyst, Data Informatics",3-7 Yrs,Not disclosed,"Hyderabad, telangana"," Bachelors Degree in Computer Science, Information Systems or related with 2-3 years of ...","IT Skills ,Testing ,Big Data ,Computer science ,French ,Linux ,SMS ,Workflow ,"
1732,Logistics Now,Passionate Data Analyst,1-3 Yrs,Not disclosed,Mumbai, Solve the data problem at scale. Build models that will power the future of logistics a...,"Supply chain ,tableau ,Excel ,Statistical analysis ,Web development ,Troubleshooting ,SQL ,Logistics ,"
1733,UnitedLex,"Analyst - Data (Contractual) - UnitedLex Private Limited, Bangalore",1-6 Yrs,Not disclosed,"Bengaluru, Gurgaon", Any graduate / Postgraduate with 1+yrs of experience in backend operations with LPO/ BP...,"BPO ,Communication Skills ,Excel ,Typing Speed ,Legal Services ,Backend Operations ,LPO ,KPO ,"
1734,UnitedLex Private Limited,"Job | Analyst - Data (Contractual) - UnitedLex Private Limited,Gurgaon",1-4 Yrs,Not disclosed,Gurgaon, Any graduate / Postgraduate with 1+yrs of experience in backend operations with LPO/ BP...,"BPO ,Communication Skills ,Excel ,Typing Speed ,Backend Operations ,LPO ,KPO ,ITES ,"
1735,Ressex,DATA ANALYST,0-5 Yrs,Not disclosed,Mumbai, Experience Required : 0 to 5 yearsSkill Sets Required : Analytical Skills with knowledg...,"Strong analytical skills ,Process improvement ,Report writing ,Data collection ,Data Analyst ,data visualization ,MSC ,Statistics ,"
1736,Decision Point Analytics,Data Analyst,0-2 Yrs,Not disclosed,Gurgaon, Roles and Responsibilities: The Person will work as an Analyst in data services team of...,"Analytical skills ,Analyst ,MS SQL ,data services ,Excel ,MySQL ,Database administration ,Data Analyst ,"
1737,Near Pte. Ltd.,"Lead, Data Analyst",6-11 Yrs,Not disclosed,Bengaluru, Near is looking for a Lead - Data Analyst to join our team as we scale globally. You wi...,"Data analysis ,query optimization ,Analytical ,data visualization ,big data ,Analytics ,SQL ,Python ,"
1738,ANR Software Pvt. Ltd.,Data Analyst,2-5 Yrs,Not disclosed,Noida," Job Description:Interpret data , analyse results using statistical techniques and provi...","Computer science ,SAS ,Process improvement ,Report writing ,Data collection ,SPSS ,Information management ,Manager Quality Control ,"
1739,Feathersoft Info Solutions Private Limited,Data Analyst,1-4 Yrs,Not disclosed,Kochi, Hands on experience in TableauExperience : 1 - 4 Yrs,"IT Skills ,Python ,Tableau ,tableau ,Programming ,Data Analyst ,SQL ,Python ,"
1740,CLINAARC CLINICAL DATAMANAGEMENT PRIVATE LIMITED,Clinical Data Analyst,1-6 Yrs,Not disclosed,Nagpur, Job description The Clinical Data Analyst has responsibilities for providing technical ...,"Clinical Data Analyst ,"
1741,T & A Solutions,Data Analyst,1-6 Yrs,Not disclosed,Chandigarh, A bachelor s degree is mustThe ideal candidate should have a strong understanding of da...,"Analytical skills ,Data analysis ,analytical ,Data Analyst ,it ,Data mining ,MS Office ,microsoft ,"
1742,HyreFox Consultants Pvt Ltd,Data Analyst,6-11 Yrs,Not disclosed,Gurgaon," Preferred Qualities: First principal problem solving, analytical skills, data- driven f...","Analytical skills ,Excel ,Project management ,Focus ,Data Analyst ,MS Office ,Data mining ,Cost ,"
1743,Themessagegifts,Data Analyst,3-8 Yrs,Not disclosed,Jaipur, Any bachelor degree from any university across India. Any Specialization Industry Type:...,"B2B ,Excel ,B2C ,Online sales ,Data Analyst ,MS Office ,Powerpoint ,MS Office Word ,"
1744,DST Worldwide Services India Pvt. Ltd,Sr. Big Data Analyst,2-5 Yrs,Not disclosed,Hyderabad, Sr. Big Data Analyst,"IT Skills ,Big Data ,big data analyst ,"
1745,Advanced Risk Analytics Private Limited,Data Analyst,2-6 Yrs,Not disclosed,Ahmedabad, in Geo Informatics or Environmental Science or Geology Excellent written and verbal com...,"CV ,Environmental science ,Image processing ,Technical ,Data collection ,Data processing ,Data Analyst ,MSC ,"
1746,HEXONICA,Data Analyst,3-5 Yrs,Not disclosed,Pune, Graduate or Post Graduate in Computer Science Should have the ability to prepare sample...,"IT Skills ,Testing ,Javascript ,Computer science ,SQL queries ,Data analysis ,Data modeling ,Bfsi ,"
1747,C-MOTS Infotech pvt ltd,Financial Data Analysts,0-3 Yrs,Not disclosed,Chennai, Any graduation (Any graduate with 0 - 2 years relevant experience and having knowledge ...,"Excel ,VBA ,Accounting ,Analytical ,Finance ,Reconciliation ,Data processing ,Commerce ,"
1748,makro,Junior Data Research Analyst,0-2 Yrs,Not disclosed,Hyderabad, Needs to do extended secondary research on regulatoryauthority sources and other second...,"Automation ,Medical devices ,Helpdesk ,Pharma ,Consulting ,ISO 27001 ,Clinical trials ,Clinical research ,"
1749,Reserve Bank Information Technology Pvt. Ltd.,Analyst - Data Visualization - Power BI,3-6 Yrs,Not disclosed,Navi Mumbai," Any Graduate in any specialization or related field or equivalent experience required, ...","MS SQL ,Analytical ,Manager Technology ,power bi ,data visualization ,microsoft ,Information technology ,Analytics ,"
1750,Exxat,Medical Data Analyst,1-4 Yrs,Not disclosed,Vadodara, Medical Data Analyst - Vadodara Responsibilities: Ensure accurate and consistent review...,"Health insurance ,Nursing ,Document review ,query ,Data Analyst ,Testing ,"
1751,Rochem Separation Systems India Pvt Ltd,Data Analyst,2-3 Yrs,Not disclosed,banda, Job Responsibilities Include: Creating excel templates for data collection and reportin...,"ERP ,Automation ,SAP ERP ,Excel ,Coding ,Data collection ,VB ,Macros ,"
1752,Lithium Technologies Inc.,Data Analyst,2-5 Yrs,Not disclosed,Bengaluru, The Data Analyst will support the sales operations department by helping to enrich and ...,"Excel ,Sales operations ,data integrity ,Data Analyst ,Salesforce ,"
1753,Lithium Technologies Inc.,Data Analyst,2-5 Yrs,Not disclosed,Bengaluru, The Data Analyst will support the sales operations department by helping to enrich and ...,"Excel ,Sales operations ,data integrity ,Data Analyst ,Salesforce ,"
1754,GlowTouch Technologies,Data Analyst,4-9 Yrs,Not disclosed,Mangalore, DUTIES & RESPONSIBILITIES This role focuses on the development and growth of a unique h...,"ISMS ,PDF ,Business Analyst ,Manager Technology ,Application development ,Data Analyst ,JPEG ,ITES ,"
1755,Impact Management Needs Pvt Ltd,Data Analyst,3-5 Yrs,Not disclosed,Karnataka, Working with Branch Managers of various branches across the globe will give the applica...,"Excel ,Sales operations ,Analytical ,Billing ,Oracle ,microsoft ,Data mining ,Powerpoint ,"
1756,Adroit Valuation Services Pvt Ltd,Forensic (Data) Analyst,2-5 Yrs,Not disclosed,Noida," Good in MS- ExcelGood into Data Warehousing, Cluster Analysis and Data MiningGood comma...","Cluster analysis ,Data analysis ,Time management ,Analytical ,SSRS ,Computer application ,Forensic ,SSIS ,"
1757,Adidas,Data Analyst,1-6 Yrs,Not disclosed,Gurgaon, Key Responsibilities: Analytics Undertakes analytical activities and delivers analysis ...,"Business administration ,Data analysis ,Analytical ,Brand marketing ,Windows ,data visualization ,Information technology ,Analytics ,"
1758,MakroCare,Junior Data Research Analyst,2-4 Yrs,Not disclosed,Hyderabad, Needs to do extended secondary research on regulatoryauthority sources and other second...,"Automation ,Medical devices ,Helpdesk ,Pharma ,Consulting ,ISO 27001 ,Clinical trials ,Clinical research ,"
1759,Alpha Analytics Services Pvt Ltd,Data Analyst (ETL Tools),2-4 Yrs,Not disclosed,Pune," Job Summary Responsibilities and Duties Responsible for importing, cleansing, transform...","Data modeling ,Consulting ,Data Analyst ,Scheduling ,Informatica ,Stored procedures ,Unit testing ,Pentaho ,"
1760,Alpha Analytics Services Pvt Ltd,Data Analyst (ETL Tools),2-4 Yrs,Not disclosed,Pune," Job Summary Responsibilities and Duties Responsible for importing, cleansing, transform...","Data modeling ,Consulting ,Data Analyst ,Scheduling ,Informatica ,Stored procedures ,Unit testing ,Pentaho ,"
1761,Ipseity Group,Data Analyst,1-3 Yrs,Not disclosed,Bhopal, Graduate in any stream 1 - 3 Years Responsibilities A data analyst might train employee...,"Data analysis ,Word ,Process improvement ,XML ,Data collection ,Data Analyst ,Data quality ,staff ,"
1762,Sahasya Global Solutions,Salesforce Data Analyst,0-5 Yrs,Not disclosed,Hyderabad, Role: Salesforce Data Analyst Experience Range: 2- 3 years & 8 plus years for Salesforc...,"IT services ,Data migration ,development ,technical ,level ,System programming ,Data Analyst ,it ,"
1763,AARNA HR SOLUTIONS PVT. LTD.,Data Analyst,3-7 Yrs,Not disclosed,Bengaluru," tech Location: Bangalore Skills Required: SQL, PL / SQL for data extraction, validation...","reports ,automation ,be ,good communication skills ,sql pl sql ,data warehousing ,dashboards ,data analyst ,"
1764,Packt Publishing Limited,Data Analyst,2-7 Yrs,Not disclosed,Mumbai, Qualification: Graduate in IT streamRecuirement: Experience in Data Analysis and Excell...,"Building ,Data analysis ,English language ,Usage ,Market Data Analyst ,Language skills ,Presentation ,Business Executive ,"
1765,Pentagon Consultancy Services,Hot openings for Data Analyst,1-6 Yrs,Not disclosed,Bengaluru, Candidate should have worked on projects / support areas handing business requestsThe D...,"BPO ,Payroll ,Data analysis ,Manager Quality Assurance ,Business analysis ,Bfsi ,Service ,Data Analyst ,"
1766,Pentagon Consultancy Services,Data Analyst,2-7 Yrs,Not disclosed,Bhopal," Build predictive models using R (Compulsory 2+Years), and MS Excel for the analytics te...","BPO ,Payroll ,Excel ,VBA ,Staffing ,Data Analyst ,Scheduling ,Macros ,"
